R,G,B,cebolla,manzana,limon,zanahoria
63,146,137,0,1,0,0
58,142,138,0,1,0,0
63,146,131,0,1,0,0
64,145,138,0,1,0,0
64,149,137,0,1,0,0
63,144,138,0,1,0,0
64,144,130,0,1,0,0
64,139,137,0,1,0,0
63,146,138,0,1,0,0
63,143,130,0,1,0,0
64,147,138,0,1,0,0
63,142,138,0,1,0,0
57,144,139,0,1,0,0
63,148,137,0,1,0,0
63,140,138,0,1,0,0
63,144,130,0,1,0,0
63,146,138,0,1,0,0
63,143,139,0,1,0,0
58,145,124,0,1,0,0
63,146,138,0,1,0,0
63,143,139,0,1,0,0
63,138,139,0,1,0,0
63,146,139,0,1,0,0
63,144,138,0,1,0,0
56,144,138,0,1,0,0
63,148,137,0,1,0,0
63,144,139,0,1,0,0
62,143,124,0,1,0,0
63,147,138,0,1,0,0
63,142,139,0,1,0,0
63,144,133,0,1,0,0
63,148,137,0,1,0,0
63,145,139,0,1,0,0
63,146,130,0,1,0,0
63,149,136,0,1,0,0
63,146,138,0,1,0,0
64,145,131,0,1,0,0
64,148,138,0,1,0,0
57,143,139,0,1,0,0
63,146,134,0,1,0,0
64,148,137,0,1,0,0
63,143,139,0,1,0,0
63,143,134,0,1,0,0
63,146,138,0,1,0,0
62,143,132,0,1,0,0
63,144,139,0,1,0,0
63,146,138,0,1,0,0
57,143,139,0,1,0,0
63,143,132,0,1,0,0
63,147,137,0,1,0,0
63,142,131,0,1,0,0
63,144,130,0,1,0,0
63,146,137,0,1,0,0
62,144,134,0,1,0,0
64,146,130,0,1,0,0
63,139,138,0,1,0,0
63,141,132,0,1,0,0
63,144,130,0,1,0,0
62,139,138,0,1,0,0
63,143,131,0,1,0,0
63,144,139,0,1,0,0
63,147,131,0,1,0,0
64,145,138,0,1,0,0
64,146,136,0,1,0,0
62,147,130,0,1,0,0
64,144,138,0,1,0,0
65,145,137,0,1,0,0
62,147,130,0,1,0,0
64,145,139,0,1,0,0
64,146,139,0,1,0,0
63,144,138,0,1,0,0
63,141,130,0,1,0,0
64,144,139,0,1,0,0
63,143,138,0,1,0,0
63,145,132,0,1,0,0
63,145,138,0,1,0,0
63,146,137,0,1,0,0
63,135,130,0,1,0,0
63,144,129,0,1,0,0
63,140,137,0,1,0,0
63,144,138,0,1,0,0
63,145,138,0,1,0,0
57,146,137,0,1,0,0
63,143,132,0,1,0,0
63,143,130,0,1,0,0
63,143,135,0,1,0,0
63,147,137,0,1,0,0
63,145,138,0,1,0,0
63,139,138,0,1,0,0
63,144,138,0,1,0,0
63,146,138,0,1,0,0
63,138,138,0,1,0,0
63,144,139,0,1,0,0
63,146,138,0,1,0,0
58,146,137,0,1,0,0
62,146,137,0,1,0,0
63,147,138,0,1,0,0
63,146,133,0,1,0,0
63,145,137,0,1,0,0
64,146,138,0,1,0,0
63,144,131,0,1,0,0
63,144,130,0,1,0,0
64,139,139,0,1,0,0
62,143,138,0,1,0,0
63,142,129,0,1,0,0
63,147,132,0,1,0,0
63,146,137,0,1,0,0
62,140,130,0,1,0,0
64,146,138,0,1,0,0
63,145,137,0,1,0,0
63,138,138,0,1,0,0
63,141,133,0,1,0,0
63,144,138,0,1,0,0
62,144,138,0,1,0,0
63,146,132,0,1,0,0
63,145,138,0,1,0,0
63,144,138,0,1,0,0
63,146,132,0,1,0,0
63,142,136,0,1,0,0
63,143,130,0,1,0,0
63,146,132,0,1,0,0
63,142,138,0,1,0,0
63,144,130,0,1,0,0
64,147,138,0,1,0,0
63,145,137,0,1,0,0
63,139,137,0,1,0,0
63,148,137,0,1,0,0
63,144,138,0,1,0,0
63,139,138,0,1,0,0
63,148,137,0,1,0,0
62,144,138,0,1,0,0
62,144,132,0,1,0,0
64,145,134,0,1,0,0
63,141,139,0,1,0,0
63,137,127,0,1,0,0
63,146,137,0,1,0,0
63,142,138,0,1,0,0
63,147,135,0,1,0,0
63,147,138,0,1,0,0
63,142,139,0,1,0,0
63,144,139,0,1,0,0
63,147,137,0,1,0,0
57,144,138,0,1,0,0
62,144,138,0,1,0,0
63,147,138,0,1,0,0
57,142,138,0,1,0,0
63,144,132,0,1,0,0
63,146,139,0,1,0,0
62,142,131,0,1,0,0
63,142,130,0,1,0,0
63,146,138,0,1,0,0
64,137,139,0,1,0,0
63,145,137,0,1,0,0
63,147,138,0,1,0,0
63,142,125,0,1,0,0
63,146,137,0,1,0,0
64,149,135,0,1,0,0
63,144,131,0,1,0,0
64,145,138,0,1,0,0
63,148,137,0,1,0,0
63,145,133,0,1,0,0
64,146,137,0,1,0,0
63,148,134,0,1,0,0
63,142,140,0,1,0,0
63,143,130,0,1,0,0
63,146,132,0,1,0,0
63,143,139,0,1,0,0
63,143,137,0,1,0,0
63,141,137,0,1,0,0
63,143,140,0,1,0,0
63,145,129,0,1,0,0
63,147,132,0,1,0,0
63,144,139,0,1,0,0
62,144,139,0,1,0,0
63,147,130,0,1,0,0
64,142,132,0,1,0,0
64,144,138,0,1,0,0
63,150,136,0,1,0,0
63,143,140,0,1,0,0
57,145,139,0,1,0,0
63,145,133,0,1,0,0
63,144,140,0,1,0,0
63,145,138,0,1,0,0
62,146,131,0,1,0,0
62,143,131,0,1,0,0
63,138,139,0,1,0,0
63,149,136,0,1,0,0
63,146,138,0,1,0,0
64,147,137,0,1,0,0
63,149,135,0,1,0,0
57,140,138,0,1,0,0
64,146,137,0,1,0,0
63,148,136,0,1,0,0
63,138,139,0,1,0,0
63,145,130,0,1,0,0
