R,G,B,cebolla,manzana,limon,zanahoria
62,140,137,0,1,0,0
63,144,139,0,1,0,0
64,145,137,0,1,0,0
56,147,137,0,1,0,0
63,143,139,0,1,0,0
63,144,138,0,1,0,0
56,146,136,0,1,0,0
63,145,138,0,1,0,0
63,145,138,0,1,0,0
63,140,138,0,1,0,0
63,142,139,0,1,0,0
64,145,139,0,1,0,0
63,146,137,0,1,0,0
62,143,133,0,1,0,0
64,147,138,0,1,0,0
63,145,137,0,1,0,0
63,144,138,0,1,0,0
63,147,138,0,1,0,0
62,144,137,0,1,0,0
63,143,130,0,1,0,0
63,145,137,0,1,0,0
63,139,137,0,1,0,0
64,148,136,0,1,0,0
64,146,134,0,1,0,0
63,139,127,0,1,0,0
63,145,137,0,1,0,0
64,146,137,0,1,0,0
64,143,129,0,1,0,0
64,145,139,0,1,0,0
63,145,139,0,1,0,0
63,139,137,0,1,0,0
63,145,138,0,1,0,0
63,145,137,0,1,0,0
63,138,139,0,1,0,0
63,144,130,0,1,0,0
63,145,138,0,1,0,0
63,139,138,0,1,0,0
63,145,138,0,1,0,0
64,147,138,0,1,0,0
63,140,138,0,1,0,0
63,144,139,0,1,0,0
63,145,138,0,1,0,0
57,144,138,0,1,0,0
63,143,130,0,1,0,0
63,146,136,0,1,0,0
63,140,138,0,1,0,0
63,140,130,0,1,0,0
63,145,138,0,1,0,0
63,145,131,0,1,0,0
63,143,129,0,1,0,0
63,139,137,0,1,0,0
63,142,132,0,1,0,0
63,146,138,0,1,0,0
64,141,137,0,1,0,0
63,146,130,0,1,0,0
63,147,137,0,1,0,0
63,147,137,0,1,0,0
64,144,133,0,1,0,0
64,145,137,0,1,0,0
63,147,136,0,1,0,0
63,144,138,0,1,0,0
63,143,138,0,1,0,0
63,147,138,0,1,0,0
63,143,132,0,1,0,0
63,143,139,0,1,0,0
64,147,137,0,1,0,0
63,137,139,0,1,0,0
63,145,138,0,1,0,0
63,148,137,0,1,0,0
63,142,133,0,1,0,0
63,144,130,0,1,0,0
63,141,137,0,1,0,0
62,143,139,0,1,0,0
64,145,138,0,1,0,0
62,146,137,0,1,0,0
63,143,133,0,1,0,0
63,146,137,0,1,0,0
57,140,138,0,1,0,0
63,144,139,0,1,0,0
63,145,138,0,1,0,0
57,146,138,0,1,0,0
63,145,138,0,1,0,0
64,144,139,0,1,0,0
63,147,138,0,1,0,0
63,147,137,0,1,0,0
64,145,139,0,1,0,0
64,142,136,0,1,0,0
64,142,138,0,1,0,0
64,144,137,0,1,0,0
57,142,137,0,1,0,0
63,144,138,0,1,0,0
63,143,138,0,1,0,0
57,142,137,0,1,0,0
63,144,140,0,1,0,0
63,149,136,0,1,0,0
62,146,132,0,1,0,0
63,140,138,0,1,0,0
63,142,130,0,1,0,0
63,147,138,0,1,0,0
63,143,139,0,1,0,0
63,142,138,0,1,0,0
63,139,138,0,1,0,0
63,147,131,0,1,0,0
63,147,130,0,1,0,0
63,144,130,0,1,0,0
63,146,131,0,1,0,0
62,141,139,0,1,0,0
57,140,124,0,1,0,0
63,147,131,0,1,0,0
62,147,130,0,1,0,0
63,144,137,0,1,0,0
62,135,131,0,1,0,0
63,146,130,0,1,0,0
63,143,130,0,1,0,0
63,139,131,0,1,0,0
63,139,138,0,1,0,0
64,146,139,0,1,0,0
63,147,140,0,1,0,0
64,141,130,0,1,0,0
63,145,130,0,1,0,0
64,140,131,0,1,0,0
63,141,130,0,1,0,0
63,142,131,0,1,0,0
62,147,131,0,1,0,0
63,147,124,0,1,0,0
64,140,130,0,1,0,0
63,139,139,0,1,0,0
58,144,124,0,1,0,0
63,141,130,0,1,0,0
56,142,131,0,1,0,0
63,148,129,0,1,0,0
63,141,130,0,1,0,0
63,148,130,0,1,0,0
63,146,131,0,1,0,0
57,142,130,0,1,0,0
63,142,139,0,1,0,0
63,139,130,0,1,0,0
63,142,124,0,1,0,0
62,144,131,0,1,0,0
57,142,130,0,1,0,0
63,140,130,0,1,0,0
63,143,138,0,1,0,0
64,143,139,0,1,0,0
63,142,129,0,1,0,0
62,141,124,0,1,0,0
63,147,130,0,1,0,0
63,148,131,0,1,0,0
63,143,140,0,1,0,0
63,141,130,0,1,0,0
64,139,124,0,1,0,0
64,150,138,0,1,0,0
63,141,130,0,1,0,0
64,143,130,0,1,0,0
62,150,124,0,1,0,0
63,140,130,0,1,0,0
63,140,130,0,1,0,0
63,143,131,0,1,0,0
62,147,130,0,1,0,0
63,141,130,0,1,0,0
62,141,130,0,1,0,0
62,147,130,0,1,0,0
57,143,130,0,1,0,0
63,143,130,0,1,0,0
63,146,125,0,1,0,0
63,140,130,0,1,0,0
62,141,129,0,1,0,0
63,144,138,0,1,0,0
64,141,130,0,1,0,0
63,140,130,0,1,0,0
62,143,130,0,1,0,0
57,142,130,0,1,0,0
63,144,130,0,1,0,0
62,134,131,0,1,0,0
64,147,130,0,1,0,0
63,137,130,0,1,0,0
62,148,140,0,1,0,0
62,148,129,0,1,0,0
62,149,138,0,1,0,0
62,133,131,0,1,0,0
63,140,130,0,1,0,0
63,139,138,0,1,0,0
63,142,131,0,1,0,0
63,142,129,0,1,0,0
63,146,132,0,1,0,0
62,147,131,0,1,0,0
63,139,124,0,1,0,0
63,143,130,0,1,0,0
62,141,125,0,1,0,0
64,139,130,0,1,0,0
64,143,130,0,1,0,0
63,134,131,0,1,0,0
63,142,130,0,1,0,0
57,142,130,0,1,0,0
64,148,139,0,1,0,0
63,140,130,0,1,0,0
63,136,130,0,1,0,0
63,147,131,0,1,0,0
63,133,124,0,1,0,0
64,144,130,0,1,0,0
57,139,140,0,1,0,0
63,137,123,0,1,0,0
63,144,130,0,1,0,0
64,140,140,0,1,0,0
63,141,130,0,1,0,0
63,143,130,0,1,0,0
63,133,125,0,1,0,0
63,140,130,0,1,0,0
64,144,130,0,1,0,0
63,148,136,0,1,0,0
63,144,138,0,1,0,0
64,141,138,0,1,0,0
64,145,137,0,1,0,0
63,146,137,0,1,0,0
63,147,130,0,1,0,0
64,145,137,0,1,0,0
64,146,137,0,1,0,0
63,140,137,0,1,0,0
64,145,137,0,1,0,0
63,141,136,0,1,0,0
64,148,135,0,1,0,0
63,145,133,0,1,0,0
64,145,130,0,1,0,0
64,141,136,0,1,0,0
63,147,140,0,1,0,0
64,139,130,0,1,0,0
63,137,123,0,1,0,0
63,147,131,0,1,0,0
64,140,124,0,1,0,0
64,141,130,0,1,0,0
62,141,125,0,1,0,0
64,140,131,0,1,0,0
64,142,137,0,1,0,0
63,147,131,0,1,0,0
63,140,130,0,1,0,0
63,139,139,0,1,0,0
63,148,139,0,1,0,0
63,140,130,0,1,0,0
63,144,130,0,1,0,0
